QuoteNumber,QuoteConversion_Flag
1089,0.000569146825001
1090,0.00361684686504
1098,0.000115323971841
1099,0.999527573586
1102,5.31255136593e-05
1103,0.90858733654
1104,0.00298713590018
1105,0.000535830622539
1106,0.988321363926
1115,2.88497431029e-05
1118,0.00086899055168
1124,0.000885601446498
1130,8.22607034934e-05
1134,2.33820646827e-05
1135,0.677179694176
1137,0.020009431988
1142,0.00277279876173
1143,0.000183930605999
1144,4.24994395871e-05
1147,1.5290983356e-05
1155,0.999691486359
1156,0.000810602854472
1158,3.14577227982e-05
1160,0.0412924364209
1162,0.69413369894
1168,0.999151110649
1169,0.000479059468489
1170,0.000198690526304
1171,0.105246312916
1172,0.999947667122
1178,0.000177523092134
1179,0.000133157431264
1181,0.000305355642922
1183,5.26301337231e-05
1187,3.92783294956e-05
1188,0.00022430428362
1190,0.00866471976042
1191,0.00236977590248
1193,3.0570958188e-05
1195,0.00085444241995
1203,0.336757719517
1204,0.993687689304
1208,0.00144526571967
1216,0.000149518280523
1221,0.00125508324709
1223,0.00422691274434
1225,0.424161225557
1229,0.000218075016164
1231,0.00313924509101
1233,0.000334004609613
1238,0.0100829582661
1240,0.0015204353258
1242,0.000191820319742
1243,0.00937782321125
1244,0.00530074816197
1245,0.000134555317345
1250,0.999330401421
1251,2.34039944189e-05
1257,0.000397286785301
1260,4.88749319629e-05
1261,0.00512194260955
1282,0.000340945785865
1283,5.12195838382e-05
1285,0.000123824793263
1286,0.993099451065
1287,4.68850048492e-05
1288,0.00248974980786
1290,0.000433315406553
1291,8.14039867691e-06
1293,0.034362282604
1294,0.00180703192018
1300,0.000197417743038
1309,0.000162915413966
1310,0.000329939066432
1312,0.000189594269614
1314,0.000101323188574
1315,0.0016617878573
1317,0.921357393265
1321,0.668772995472
1325,0.0597177408636
1331,4.39652794739e-05
1334,2.57982064795e-05
1335,0.00323246000335
1337,0.0061638164334
1339,0.0212874263525
1340,0.000210660975426
1349,0.000141290714964
1350,2.13826224353e-05
1352,0.0010463388171
1356,9.11162132979e-05
1359,2.5890136385e-05
1362,0.980815291405
1364,0.000195407890715
1365,3.04119857901e-05
1367,0.000183720287168
1368,1.07547002699e-05
1369,3.58680372301e-05
1370,0.102950692177
1371,4.10205429944e-05
1372,0.998922109604
1374,0.513805866241
1380,9.415131899e-06
1382,2.80495969491e-05
1384,0.00254505663179
1385,0.00178338773549
1386,1.09725897346e-05
1388,0.0744502022862
1389,0.252495199442
1390,3.08992603095e-05
1391,6.25575339654e-05
1392,0.231297358871
1393,0.000193113170099
1395,0.00021135690622
1399,0.0210148878396
1400,0.936204016209
1405,4.17835944972e-05
1406,4.19782227254e-05
1407,0.0989923328161
1410,0.885481595993
1413,6.77623684169e-05
1415,7.3913455708e-05
1417,3.80383353331e-05
1418,0.0291352458298
1419,0.000106069390313
1420,0.000344097876223
1422,1.09248512672e-05
1423,0.0553305111825
1424,0.000179906346602
1426,0.000791073893197
1427,0.000780115078669
1429,0.611522734165
1431,7.59944232414e-05
1433,0.000870086718351
1438,5.96957725065e-05
1440,0.0072935577482
1442,2.62834455498e-05
1448,0.994390189648
1449,0.057242333889
1451,0.000327527144691
1453,6.08949849266e-05
1454,0.275757312775
1455,8.83353495738e-05
1458,8.41842302179e-06
1459,0.99262368679
1460,2.65040616796e-05
1461,0.00177993450779
1465,4.64938602818e-05
1466,0.000218180037336
1470,0.358169436455
1474,5.40337532584e-05
1475,2.39092751144e-05
1476,0.0514236986637
1478,0.000545776099898
1479,0.0309152305126
1483,0.997753918171
1485,0.00192776555195
1488,0.776547014713
1490,0.00822262465954
1492,0.0109601141885
1493,0.000133898327476
1500,0.000472244078992
1505,1.51364220073e-05
1506,7.1539390774e-05
1510,7.19103845768e-05
1511,0.000289465097012
1513,0.000116271279694
1518,0.00179099792149
1523,0.999662995338
1528,0.427657544613
1538,0.0345492810011
1543,0.000207734876312
1545,0.0331770330667
1546,0.749749541283
1547,0.827839612961
1549,0.00180370884482
1551,6.8575336627e-06
1558,4.20748074248e-05
1561,0.998766303062
1563,1.32223321998e-05
1564,0.000407570623793
1568,0.000127999272081
1574,1.84725686267e-05
1575,0.000390410685213
1576,0.000987590407021
1578,3.33437092195e-05
1581,0.0142558850348
1582,0.980118751526
1583,3.15334400511e-05
1586,0.429075032473
1588,0.11934056133
1589,0.996420025826
1593,1.13191226774e-05
1594,2.38401535171e-05
1595,1.05154040284e-05
1605,0.000848970550578
1607,9.7881500551e-05
1608,0.000479068607092
1610,0.999877810478
1614,1.09859720396e-05
1616,0.00274079432711
1617,0.00232275039889
1630,0.684463858604
1631,0.000981946708634
1632,1.74970828084e-05
1636,0.000565789930988
1638,2.36792548094e-05
1639,0.000774107524194
1641,7.16435079084e-06
1647,3.56685995939e-05
1649,0.494398802519
1651,0.000226584466873
1653,7.80744667281e-05
1654,1.77219117177e-05
1656,0.000512181723025
1658,4.06846402257e-06
1659,0.990173220634
1664,0.00718339439481
1666,0.828638136387
1669,0.998388886452
1670,0.00241419672966
1671,0.947920918465
1673,0.279138833284
1674,0.100953124464
1675,0.00105750514194
1681,0.000423933845013
1682,0.107176862657
1683,9.07174035092e-05
1684,0.000782497227192
1686,0.00222945539281
1691,0.147137120366
1693,0.00669021997601
1699,0.994505226612
1700,0.000142324875924
1703,0.173058688641
1705,2.48289943556e-05
1709,0.00295447930694
1710,0.0132033005357
1714,0.000168822676642
1717,0.232510015368
1721,2.73873320111e-05
1725,2.30028235819e-05
1727,0.000373383372789
1728,0.000236636828049
1735,0.000111289336928
1736,0.193553715944
1740,0.997963428497
1744,0.0536125227809
1745,9.37958830036e-05
1748,0.000346503569745
1750,0.000707944505848
1752,1.16334513223e-05
1757,0.241405934095
1759,3.1909351037e-06
1763,0.000617704994511
1764,0.95847505331
1768,0.00287216878496
1772,0.392135381699
1773,0.00184959475882
1780,0.999739229679
1790,0.000414415815612
1792,0.000238053922658
1794,0.00040141196223
1795,0.697607517242
1798,0.000472851766972
1801,0.0022298193071
1803,8.89681978151e-05
1804,0.0512344837189
1810,0.0105163156986
1813,3.54220610461e-05
1818,0.0109472051263
1820,0.000126563376398
1824,0.96389657259
1825,0.507757246494
1826,0.999639749527
1831,0.879890143871
1834,0.0819262638688
1839,0.870140790939
1841,3.07862537738e-05
1843,0.953542470932
1848,0.031318038702
1849,2.31950416492e-05
1851,5.45004368178e-05
1852,0.675669014454
1857,0.000207757082535
1858,5.87657377764e-05
1860,0.00085752340965
1862,0.0001237498509
1863,1.35827094709e-05
1864,0.0327984392643
1869,0.000218313231017
1872,0.0372917763889
1879,0.000479037582409
1880,0.0107838651165
1881,0.999537706375
1884,0.000107556748844
1888,0.943220615387
1890,6.38482524664e-05
1891,0.00211528479122
1893,1.20295017041e-05
1895,0.913461863995
1896,4.15050126321e-05
1904,6.78880969645e-05
1905,0.000194059335627
1908,0.99172604084
1910,0.0546532534063
1912,5.05953830725e-05
1913,0.00787891726941
1919,0.262856066227
1920,2.63184829237e-05
1922,0.000261021545157
1923,4.13678935729e-05
1927,0.000315468205372
1929,0.000530083663762
1930,0.00013684478472
1939,2.89079907816e-05
1941,2.06161857932e-05
1944,3.16533223668e-05
1947,0.999616742134
1953,0.0162332355976
1958,1.73172193172e-05
1959,0.0599149614573
1961,0.814566493034
1964,0.0343015268445
1967,0.00619023805484
1969,0.992792367935
1970,0.409757941961
1972,0.0014558294788
1973,0.0114118708298
1975,3.72909707949e-05
1977,2.16772314161e-05
1979,0.000454416614957
1982,0.000845628848765
1984,4.85258751723e-05
1988,0.000715447880793
1989,0.0399211123586
1992,0.68355435133
1994,1.66035333677e-05
1995,0.166409209371
1996,0.00128787825815
1997,1.02498770502e-05
1998,1.07489067886e-05
2003,0.000412523717387
2004,0.058016423136
2007,6.86617058818e-05
2008,0.518545925617
2010,0.00514663569629
2013,0.00164191192016
2014,0.0010648824973
2020,0.0551675893366
2021,0.00234324811026
2022,0.000330176932039
2023,0.985865116119
2026,0.674146294594
2032,0.0110680991784
2033,0.000214019732084
2035,4.46929625468e-05
2036,0.00533342175186
2037,7.26445505279e-05
2041,0.000118886113341
2044,0.0011115919333
2045,2.38302891375e-05
2046,0.0581848025322
2047,8.55274483911e-05
2049,0.000218585046241
2051,0.048822645098
2052,0.230755120516
2053,0.538521230221
2056,0.000878408551216
2061,0.0294186640531
2063,0.00840387307107
2065,0.0104499273002
2070,0.00137921795249
2074,0.239826485515
2075,0.852486371994
2078,0.0872667208314
2080,8.13992301119e-05
2081,0.0422636047006
2082,0.000580986670684
2085,0.00050404277863
2087,0.000102354490082
2088,1.0057833606e-05
2089,0.000360671489034
2090,0.861793220043
2091,0.000348664383637
2092,0.000188330886886
2093,0.390215933323
2094,4.93424959132e-05
2096,0.00728142866865
2097,0.812019824982
2098,0.000219039226067
2099,7.31957698008e-05
2103,0.0217858925462
2104,0.535147726536
2105,4.14773739976e-06
2107,0.00599068822339
2108,0.000128484258312
2111,0.000170482046087
2112,0.00188329711091
2113,0.000203091316507
2114,0.0381929501891
2118,0.028091987595
2119,0.000751091574784
2120,0.000226231306442
2128,0.0276778582484
2130,0.000248123367783
2135,4.7425426601e-05
2136,2.04249154194e-05
2137,0.000361590384273
2138,0.0691574290395
2139,0.000115330905828
2141,2.3226139092e-05
2143,0.000142672171933
2144,1.01406230897e-05
2147,0.993752419949
2148,0.0014382119989
2149,7.28971645003e-06
2157,0.000539163709618
2164,0.00130427570548
2165,0.000204916417715
2166,0.167763084173
2167,0.999225735664
2168,4.29449028161e-05
2173,6.34043535683e-05
2178,0.00127012038138
2179,0.27346599102
2181,4.71419843961e-06
2189,0.999253928661
2190,0.0616967529058
2193,0.000228239718126
2194,0.00250905170105
2195,1.79261078301e-05
2196,0.995829045773
2199,2.66073111561e-05
2201,0.00102957431227
2202,0.00506023131311
2206,0.870647549629
2207,7.38492672099e-05
2208,1.02793719634e-05
2209,0.000111243716674
2210,0.943823695183
2211,6.47189663141e-05
2215,0.999892115593
2219,4.12942790717e-06
2220,0.000123731791973
2221,0.038243740797
2222,0.00285060470924
2224,2.19717549044e-05
2227,0.0467063039541
2231,6.52552189422e-05
2232,0.00457693496719
2233,0.994202911854
2239,6.2094295572e-05
2240,0.05258121714
2241,0.0155813209713
2242,5.96965692239e-05
2245,3.11251205858e-05
2247,0.000121332639537
2248,0.0206702314317
2250,4.37348680862e-05
2251,0.000387364591006
2253,0.00128890958149
2254,0.00022101837385
2255,0.000444202683866
2256,7.27055303287e-05
2257,2.4633756766e-05
2258,0.000265264417976
2259,5.99641089138e-06
2262,2.1926665795e-05
2263,1.20394061014e-05
2265,0.013516378589
2266,4.15603290094e-06
2267,3.43202955264e-05
2274,0.991959273815
2275,2.8488721e-05
2276,0.0815712586045
2280,0.00796304177493
2281,0.901412606239
2283,0.736051976681
2284,0.00110844452865
2285,0.0530792698264
2290,0.000112505731522
2291,0.00246113934554
2295,0.999603927135
2296,5.750033597e-05
2298,0.00286287604831
2299,0.299618959427
2303,0.0348205156624
2307,0.000699504802469
2312,0.000189858925296
2316,5.48072057427e-05
2322,0.000325209432049
2323,0.000128270403366
2324,3.61664497177e-05
2326,1.29521195049e-05
2329,0.000940885569435
2330,1.94509502762e-05
2332,0.000495527405292
2335,4.6030680096e-05
2337,0.000598408631049
2341,0.000194541949895
2344,0.999271690845
2345,0.000141671553138
2346,0.00122721865773
2347,0.000288319337415
2349,0.867391824722
2350,1.20013355627e-05
2352,0.000114546164696
2355,0.979510247707
2361,0.00967286527157
2363,0.000809049815871
2366,0.00237059686333
2367,0.00346664711833
2369,0.00440511899069
2370,0.0026038736105
2371,0.000128420331748
2376,0.000794562685769
2377,0.928277730942
2380,0.620028734207
2382,0.00138872291427
2384,0.00305220065638
2386,0.00477149384096
2388,5.07982404088e-05
2389,0.000680053140968
2393,0.0020313882269
2398,0.00659438688308
2400,0.000429163017543
2405,3.29085560224e-05
2417,1.81781742867e-05
2418,0.000874756427947
2419,1.40917418321e-05
2420,4.65999473818e-05
2421,0.999036192894
2426,0.000802104652394
2427,5.68909854337e-05
2428,0.140118837357
2433,2.03454019356e-05
2434,5.87666909269e-05
2435,0.000260965782218
2436,5.84569315834e-05
2437,0.000564653775655
2439,0.000226380623644
2442,0.925343692303
2443,0.000266192189883
2448,0.0589339360595
2449,1.30294765768e-05
2451,0.00127779738978
2453,4.21313052357e-05
2457,1.93776686501e-05
2458,0.973893344402
2462,0.997928261757
2465,0.0107172112912
2466,0.933687210083
2469,0.99801838398
2470,2.63518850261e-05
2472,0.000226802338148
2473,1.51333042595e-05
2474,0.0643469020724
2477,0.041256479919
2478,3.12285228574e-05
2480,0.000147382976138
2481,0.000132139219204
2483,0.00416924804449
2487,0.000319994287565
2490,0.00119439372793
2494,8.2468999608e-05
